20180401 224500;1.232220;1.232220;1.232170;1.232170;0
20180401 224600;1.232160;1.232160;1.232140;1.232140;0
20180401 224700;1.232160;1.232160;1.232140;1.232140;0
20180401 224800;1.232130;1.232130;1.232070;1.232070;0
20180401 224900;1.232090;1.232090;1.232090;1.232090;0
20180401 225000;1.232090;1.232120;1.232010;1.232120;0
20180401 225100;1.232140;1.232240;1.232140;1.232170;0
20180401 225200;1.232170;1.232290;1.232170;1.232180;0
20180401 225300;1.232200;1.232330;1.232200;1.232280;0
20180401 225400;1.232280;1.232280;1.232200;1.232230;0
20180401 225500;1.232270;1.232310;1.232260;1.232280;0
20180401 225600;1.232290;1.232300;1.232290;1.232300;0
20180401 225700;1.232290;1.232320;1.232230;1.232320;0
20180401 225800;1.232310;1.232320;1.232260;1.232310;0
20180401 225900;1.232330;1.232400;1.232330;1.232360;0
20180401 230000;1.232330;1.232340;1.232270;1.232270;0
20180401 230100;1.232260;1.232280;1.232220;1.232270;0
20180401 230200;1.232260;1.232260;1.232260;1.232260;0
20180401 230300;1.232250;1.232260;1.232170;1.232170;0
20180401 230400;1.232160;1.232170;1.232150;1.232170;0
20180401 230500;1.232160;1.232160;1.232140;1.232160;0
20180401 230600;1.232150;1.232170;1.232140;1.232170;0
20180401 230700;1.232150;1.232160;1.232150;1.232160;0
20180401 230800;1.232150;1.232160;1.232150;1.232160;0
20180401 230900;1.232150;1.232160;1.232150;1.232160;0
20180401 231000;1.232170;1.232170;1.232170;1.232170;0
20180401 231100;1.232150;1.232160;1.232150;1.232160;0
20180401 231200;1.232180;1.232280;1.232180;1.232270;0
20180401 231300;1.232260;1.232260;1.232260;1.232260;0
20180401 231400;1.232250;1.232290;1.232240;1.232270;0
20180401 231500;1.232250;1.232250;1.232240;1.232240;0
20180401 231600;1.232250;1.232260;1.232190;1.232210;0
20180401 231700;1.232200;1.232210;1.232200;1.232210;0
20180401 231800;1.232220;1.232220;1.232220;1.232220;0
20180401 231900;1.232210;1.232210;1.232150;1.232150;0
20180401 232000;1.232150;1.232160;1.232140;1.232160;0
20180401 232100;1.232150;1.232170;1.232140;1.232170;0
20180401 232200;1.232160;1.232170;1.232150;1.232170;0
20180401 232300;1.232170;1.232170;1.232130;1.232130;0
20180401 232400;1.232120;1.232120;1.232120;1.232120;0
20180401 232500;1.232110;1.232110;1.232000;1.232010;0
20180401 232600;1.232020;1.232080;1.232020;1.232080;0
20180401 232700;1.232070;1.232130;1.232070;1.232110;0
20180401 232800;1.232120;1.232120;1.231980;1.232020;0
20180401 232900;1.232030;1.232070;1.232000;1.232030;0
20180401 233000;1.232020;1.232040;1.231960;1.232010;0
20180401 233100;1.231990;1.231990;1.231960;1.231970;0
20180401 233200;1.232020;1.232030;1.232020;1.232030;0
20180401 233300;1.232040;1.232070;1.232020;1.232030;0
20180401 233400;1.232040;1.232080;1.232030;1.232080;0
20180401 233500;1.232070;1.232070;1.232070;1.232070;0
20180401 233600;1.232050;1.232050;1.231960;1.231960;0
20180401 233700;1.231990;1.232000;1.231900;1.231900;0
20180401 233800;1.231890;1.231900;1.231800;1.231850;0
20180401 233900;1.231860;1.231870;1.231860;1.231870;0
20180401 234000;1.231850;1.231870;1.231810;1.231860;0
20180401 234100;1.231860;1.231870;1.231810;1.231810;0
20180401 234200;1.231820;1.231820;1.231810;1.231810;0
20180401 234300;1.231810;1.231830;1.231760;1.231760;0
20180401 234400;1.231760;1.231790;1.231760;1.231770;0
20180401 234500;1.231770;1.231770;1.231710;1.231710;0
20180401 234600;1.231700;1.231700;1.231700;1.231700;0
20180401 234700;1.231690;1.231870;1.231690;1.231810;0
20180401 234800;1.231800;1.231810;1.231720;1.231760;0
20180401 234900;1.231750;1.231750;1.231710;1.231710;0
20180401 235000;1.231750;1.231760;1.231700;1.231700;0
20180401 235100;1.231710;1.231750;1.231710;1.231750;0
20180401 235200;1.231730;1.231730;1.231710;1.231710;0
20180401 235300;1.231760;1.231770;1.231720;1.231720;0
20180401 235400;1.231710;1.231720;1.231710;1.231720;0
20180401 235500;1.231710;1.231720;1.231710;1.231710;0
20180401 235600;1.231720;1.231720;1.231640;1.231680;0
20180401 235700;1.231670;1.231670;1.231620;1.231620;0
20180401 235800;1.231640;1.231840;1.231640;1.231820;0
20180401 235900;1.231820;1.231860;1.231800;1.231820;0
20180402 000000;1.231810;1.231810;1.231710;1.231710;0
20180402 000100;1.231720;1.231730;1.231710;1.231720;0
20180402 000200;1.231740;1.231810;1.231740;1.231810;0
20180402 000300;1.231800;1.231800;1.231560;1.231560;0
20180402 000400;1.231590;1.231680;1.231560;1.231670;0
20180402 000500;1.231670;1.231670;1.231590;1.231600;0
20180402 000600;1.231610;1.231740;1.231600;1.231740;0
20180402 000700;1.231720;1.231720;1.231720;1.231720;0
20180402 000800;1.231750;1.231800;1.231750;1.231780;0
20180402 000900;1.231760;1.231760;1.231600;1.231610;0
20180402 001000;1.231600;1.231600;1.231470;1.231470;0
20180402 001100;1.231490;1.231590;1.231490;1.231590;0
20180402 001200;1.231610;1.231690;1.231610;1.231690;0
20180402 001300;1.231680;1.231680;1.231670;1.231680;0
20180402 001400;1.231670;1.231670;1.231600;1.231600;0
20180402 001500;1.231580;1.231590;1.231570;1.231570;0
20180402 001600;1.231600;1.231670;1.231600;1.231670;0
20180402 001700;1.231680;1.231690;1.231660;1.231690;0
20180402 001800;1.231700;1.231720;1.231680;1.231680;0
20180402 001900;1.231690;1.231790;1.231690;1.231740;0
20180402 002000;1.231730;1.231780;1.231700;1.231780;0
20180402 002100;1.231770;1.231780;1.231710;1.231720;0
20180402 002200;1.231720;1.231720;1.231720;1.231720;0
20180402 002300;1.231730;1.231790;1.231730;1.231790;0
20180402 002400;1.231800;1.231820;1.231730;1.231730;0
20180402 002500;1.231720;1.231740;1.231720;1.231740;0
20180402 002600;1.231730;1.231730;1.231720;1.231730;0
20180402 002700;1.231720;1.231760;1.231680;1.231760;0
20180402 002800;1.231750;1.231750;1.231650;1.231670;0
20180402 002900;1.231680;1.231730;1.231680;1.231730;0
20180402 003000;1.231730;1.231730;1.231600;1.231610;0
20180402 003100;1.231630;1.231700;1.231630;1.231680;0
20180402 003200;1.231660;1.231660;1.231660;1.231660;0
20180402 003300;1.231690;1.231710;1.231680;1.231680;0
20180402 003400;1.231660;1.231750;1.231660;1.231750;0
20180402 003500;1.231730;1.231770;1.231720;1.231760;0
20180402 003600;1.231750;1.231750;1.231610;1.231620;0
20180402 003700;1.231630;1.231630;1.231620;1.231620;0
20180402 003800;1.231630;1.231630;1.231520;1.231610;0
20180402 003900;1.231600;1.231640;1.231590;1.231640;0
20180402 004000;1.231620;1.231680;1.231620;1.231670;0
20180402 004100;1.231680;1.231680;1.231680;1.231680;0
20180402 004200;1.231680;1.231680;1.231620;1.231630;0
20180402 004300;1.231620;1.231640;1.231610;1.231630;0
20180402 004400;1.231630;1.231670;1.231620;1.231650;0
20180402 004500;1.231670;1.231670;1.231610;1.231620;0
20180402 004600;1.231630;1.231630;1.231610;1.231620;0
20180402 004700;1.231620;1.231630;1.231610;1.231630;0
20180402 004800;1.231630;1.231630;1.231610;1.231630;0
20180402 004900;1.231620;1.231680;1.231620;1.231680;0
20180402 005000;1.231690;1.231740;1.231690;1.231740;0
20180402 005100;1.231720;1.231730;1.231720;1.231730;0
20180402 005200;1.231720;1.231720;1.231700;1.231700;0
20180402 005300;1.231720;1.231730;1.231720;1.231730;0
20180402 005400;1.231720;1.231720;1.231720;1.231720;0
20180402 005500;1.231720;1.231720;1.231720;1.231720;0
20180402 005600;1.231740;1.231740;1.231720;1.231720;0
20180402 005700;1.231720;1.231720;1.231670;1.231670;0
20180402 005800;1.231670;1.231680;1.231640;1.231680;0
20180402 005900;1.231680;1.231680;1.231680;1.231680;0
20180402 010000;1.231690;1.231690;1.231640;1.231640;0
20180402 010100;1.231630;1.231630;1.231630;1.231630;0
20180402 010500;1.231650;1.231700;1.231540;1.231580;0
20180402 010600;1.231570;1.231570;1.231570;1.231570;0
20180402 010700;1.231580;1.231580;1.231580;1.231580;0
20180402 010800;1.231570;1.231570;1.231570;1.231570;0
20180402 010900;1.231580;1.231580;1.231580;1.231580;0
20180402 011000;1.231570;1.231580;1.231570;1.231580;0
20180402 011100;1.231590;1.231590;1.231570;1.231570;0
20180402 011200;1.231600;1.231650;1.231600;1.231620;0
20180402 011300;1.231620;1.231630;1.231590;1.231610;0
20180402 011400;1.231620;1.231630;1.231620;1.231620;0
20180402 011500;1.231620;1.231620;1.231620;1.231620;0
20180402 011600;1.231610;1.231710;1.231600;1.231710;0
20180402 011700;1.231680;1.231680;1.231680;1.231680;0
20180402 011800;1.231670;1.231680;1.231600;1.231620;0
20180402 011900;1.231610;1.231610;1.231590;1.231610;0
20180402 012000;1.231590;1.231600;1.231590;1.231600;0
20180402 012100;1.231580;1.231630;1.231580;1.231610;0
20180402 012200;1.231580;1.231600;1.231580;1.231600;0
20180402 012300;1.231580;1.231580;1.231580;1.231580;0
20180402 012400;1.231570;1.231590;1.231570;1.231590;0
20180402 012500;1.231570;1.231590;1.231570;1.231590;0
20180402 012600;1.231560;1.231560;1.231560;1.231560;0
20180402 012700;1.231580;1.231580;1.231580;1.231580;0
20180402 012800;1.231560;1.231570;1.231560;1.231570;0
20180402 012900;1.231560;1.231570;1.231520;1.231530;0
20180402 013000;1.231530;1.231570;1.231510;1.231550;0
20180402 013100;1.231540;1.231540;1.231520;1.231520;0
20180402 013200;1.231520;1.231520;1.231500;1.231500;0
20180402 013300;1.231490;1.231490;1.231300;1.231310;0
20180402 013400;1.231350;1.231440;1.231310;1.231310;0
20180402 013500;1.231350;1.231410;1.231350;1.231390;0
20180402 013600;1.231400;1.231450;1.231400;1.231450;0
20180402 013700;1.231440;1.231510;1.231410;1.231510;0
